id,sample,library,fq1,fq2,sample_number,cell_type,stage,timepoint,cross,animal_id,slx_identifier,index_true_seq,run,pool,lane_number,date_sorted,rin,rna_qubit_concentration_ng_ul,library_prep_date,rin_category,ddw_ul,library_prep_input_in_ul_10ng,index,library_concentration_from_qubit_ng_ul,average_library_size_according_to_the_bioanalyzer_bp,library_concentration_n_m,comments
SLX-18048.D707rna_D506rna,luminaldifferentiated_t7_cb_M00323191,LIB173,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D707rna_D506rna.H73NVDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18048/SLX-18048.D707rna_D506rna.H73NVDSXY.s_3.r_2.fq.gz,173,luminal differentiated,involution d1,t7,cb,M00323191 (AFGH49),SLX-18048,D707rna_D506rna,NovaSeq_Run_2,pool_5_8,7,2019-05-10T00:00:00Z,8.8,8.6,2020-01-08,hi,6.837209302325581,1.1627906976744187,5'7+3'6,3.08,405,11.522633744855966,NA
SLX-18962.D701rna_D502rna,luminalprogenitors_t7_bc_M00308167,LIB241,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D701rna_D502rna.H73NVDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D701rna_D502rna.H73NVDSXY.s_4.r_2.fq.gz,241,luminal progenitors,involution d1,t7,bc,M00308167 (AFGH7),SLX-18962,D701rna_D502rna,NovaSeq_Run_2,pool_9_12,9,2019-01-30T00:00:00Z,8.9,6.8,2020-01-15,hi,6.529411764705882,1.4705882352941178,5'1+3'2,5.05,393,19.46950420232863,NA
SLX-18962.D703rna_D502rna,luminalprogenitors_t7_cb_M00323191,LIB245,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D703rna_D502rna.H73NVDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D703rna_D502rna.H73NVDSXY.s_4.r_2.fq.gz,245,luminal progenitors,involution d1,t7,cb,M00323191 (AFGH49),SLX-18962,D703rna_D502rna,NovaSeq_Run_2,pool_9_12,9,2019-05-10T00:00:00Z,8.7,11.5,2020-01-15,hi,7.130434782608695,0.8695652173913043,5'3+3'2,5.36,443,18.33230727135919,NA
SLX-18962.D702rna_D502rna,luminalprogenitors_t7_bc_M00324968,LIB242,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D702rna_D502rna.H73NVDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D702rna_D502rna.H73NVDSXY.s_4.r_2.fq.gz,242,luminal progenitors,involution d1,t7,bc,M00324968 (AFGH36),SLX-18962,D702rna_D502rna,NovaSeq_Run_2,pool_9_12,9,2019-03-21T00:00:00Z,8.5,1.4000000000000001,2020-01-15,hi,0.8571428571428577,7.142857142857142,5'2+3'2,1.76,428,6.230529595015577,NA
SLX-18962.D704rna_D502rna,luminalprogenitors_t7_cb_M00308037,LIB246,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D704rna_D502rna.H73NVDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18962/SLX-18962.D704rna_D502rna.H73NVDSXY.s_4.r_2.fq.gz,246,luminal progenitors,involution d1,t7,cb,M00308037 (AFGY12),SLX-18962,D704rna_D502rna,NovaSeq_Run_2,pool_9_12,9,2019-01-30T00:00:00Z,7.3,4.8,2020-01-15,hi,5.916666666666666,2.0833333333333335,5'4+3'2,3.2,411,11.796800117968,NA
SLX-18964.D711rna_D505rna,endothelial_t7_cb_M00323191,LIB237,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D711rna_D505rna.H77FWDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D711rna_D505rna.H77FWDSXY.s_2.r_2.fq.gz,237,endothelial,involution d1,t7,cb,M00323191 (AFGH49),SLX-18964,D711rna_D505rna,NovaSeq_Run_3,pool_9_12,11,2019-05-10T00:00:00Z,6.4,5.08,2020-01-15,med hi,6.031496062992126,1.968503937007874,5'11+3'5,4.65,435,16.19644723092999,NA
SLX-18964.D709rna_D505rna,endothelial_t7_bc_M00308167,LIB233,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D709rna_D505rna.H77FWDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D709rna_D505rna.H77FWDSXY.s_2.r_2.fq.gz,233,endothelial,involution d1,t7,bc,M00308167 (AFGH7),SLX-18964,D709rna_D505rna,NovaSeq_Run_3,pool_9_12,11,2019-01-30T00:00:00Z,8.2,5.6,2020-01-15,hi,6.214285714285714,1.7857142857142858,5'9+3'5,6.86,410,25.351071692535108,NA
SLX-18964.D710rna_D505rna,endothelial_t7_bc_M00324968,LIB234,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D710rna_D505rna.H77FWDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D710rna_D505rna.H77FWDSXY.s_2.r_2.fq.gz,234,endothelial,involution d1,t7,bc,M00324968 (AFGH36),SLX-18964,D710rna_D505rna,NovaSeq_Run_3,pool_9_12,11,2019-03-21T00:00:00Z,7.8,10.9,2020-01-15,hi,7.08256880733945,0.9174311926605504,5'10+3'5,3.72,391,14.415252266914672,NA
SLX-18964.D712rna_D505rna,endothelial_t7_cb_M00308037,LIB238,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D712rna_D505rna.H77FWDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18964/SLX-18964.D712rna_D505rna.H77FWDSXY.s_2.r_2.fq.gz,238,endothelial,involution d1,t7,cb,M00308037 (AFGY12),SLX-18964,D712rna_D505rna,NovaSeq_Run_3,pool_9_12,11,2019-01-30T00:00:00Z,7.9,5,2020-01-15,hi,6,2,5'12+3'5,8.85,414,32.389108476065,NA
SLX-18963.D702rna_D504rna,luminalprogenitors_t7_bc_M00323187,LIB244,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D702rna_D504rna.H77FWDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D702rna_D504rna.H77FWDSXY.s_1.r_2.fq.gz,244,luminal progenitors,involution d1,t7,bc,M00323187 (AFGH52),SLX-18963,D702rna_D504rna,NovaSeq_Run_3,pool_9_12,10,2019-05-01T00:00:00Z,5,2,2020-01-15,med lo,3,5,5'2+3'4,4.84,437,16.781083142639208,NA
SLX-18963.D704rna_D504rna,luminalprogenitors_t7_cb_M00323782,LIB248,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D704rna_D504rna.H77FWDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D704rna_D504rna.H77FWDSXY.s_1.r_2.fq.gz,248,luminal progenitors,involution d1,t7,cb,M00323782 (AFGY32),SLX-18963,D704rna_D504rna,NovaSeq_Run_3,pool_9_12,10,2019-03-27T00:00:00Z,8.9,9.82,2020-01-15,hi,6.981670061099797,1.0183299389002036,5'4+3'4,1.93,405,7.220351664796109,NA
SLX-18963.D703rna_D504rna,luminalprogenitors_t7_cb_M00312678,LIB247,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D703rna_D504rna.H77FWDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D703rna_D504rna.H77FWDSXY.s_1.r_2.fq.gz,247,luminal progenitors,involution d1,t7,cb,M00312678 (AFGY14),SLX-18963,D703rna_D504rna,NovaSeq_Run_3,pool_9_12,10,2019-01-30T00:00:00Z,8.3,7.86,2020-01-15,hi,6.727735368956743,1.272264631043257,5'3+3'4,3.18,421,11.44461239473116,NA
SLX-18963.D701rna_D504rna,luminalprogenitors_t7_bc_M00324002,LIB243,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D701rna_D504rna.H77FWDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18963/SLX-18963.D701rna_D504rna.H77FWDSXY.s_1.r_2.fq.gz,243,luminal progenitors,involution d1,t7,bc,M00324002 (AFGH51),SLX-18963,D701rna_D504rna,NovaSeq_Run_3,pool_9_12,10,2019-05-01T00:00:00Z,3.7,6.7,2020-01-15,lo,6.507462686567164,1.4925373134328357,5'1+3'4,3.05,410,11.271249076127123,NA
SLX-19101.D701rna_D505rna,stromal_t7_bc_M00308167,LIB297,data/raw/reads/NovaSeq_Run_3/SLX-19101/SLX-19101.D701rna_D505rna.H77FWDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-19101/SLX-19101.D701rna_D505rna.H77FWDSXY.s_4.r_2.fq.gz,297,stromal,involution d1,t7,bc,M00308167 (AFGH7),SLX-19101,D701rna_D505rna,NovaSeq_Run_3,pool_13_16,15,2019-01-30T00:00:00Z,8.4,5,2020-01-22,hi,6,2,5'1+3'5,2.48,387,9.709498081591105,NA
SLX-19101.D704rna_D505rna,stromal_t7_cb_M00312678,LIB302,data/raw/reads/NovaSeq_Run_3/SLX-19101/SLX-19101.D704rna_D505rna.H77FWDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-19101/SLX-19101.D704rna_D505rna.H77FWDSXY.s_4.r_2.fq.gz,302,stromal,involution d1,t7,cb,M00312678 (AFGY14),SLX-19101,D704rna_D505rna,NovaSeq_Run_3,pool_13_16,15,2019-01-30T00:00:00Z,8.8,5.4,2020-01-22,hi,6.148148148148149,1.8518518518518516,5'4+3'5,2.52,432,8.838383838383837,NA
SLX-19101.D703rna_D505rna,stromal_t7_cb_M00308037,LIB301,data/raw/reads/NovaSeq_Run_3/SLX-19101/SLX-19101.D703rna_D505rna.H77FWDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-19101/SLX-19101.D703rna_D505rna.H77FWDSXY.s_4.r_2.fq.gz,301,stromal,involution d1,t7,cb,M00308037 (AFGY12),SLX-19101,D703rna_D505rna,NovaSeq_Run_3,pool_13_16,15,2019-01-30T00:00:00Z,8.7,7.12,2020-01-22,hi,6.595505617977528,1.4044943820224718,5'3+3'5,3.74,458,12.372634643377003,NA
SLX-19101.D702rna_D505rna,stromal_t7_bc_M00324968,LIB298,data/raw/reads/NovaSeq_Run_3/SLX-19101/SLX-19101.D702rna_D505rna.H77FWDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-19101/SLX-19101.D702rna_D505rna.H77FWDSXY.s_4.r_2.fq.gz,298,stromal,involution d1,t7,bc,M00324968 (AFGH36),SLX-19101,D702rna_D505rna,NovaSeq_Run_3,pool_13_16,15,2019-03-21T00:00:00Z,8.7,10,2020-01-22,hi,7,1,5'2+3'5,2.09,405,7.818930041152263,NA
SLX-18912.D712rna_D504rna,adipocytes_t7_cb_M00323782,LIB184,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D712rna_D504rna.H77FWDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D712rna_D504rna.H77FWDSXY.s_3.r_2.fq.gz,184,adipocytes,involution d1,t7,cb,M00323782 (AFGY32),SLX-18912,D712rna_D504rna,NovaSeq_Run_3,pool_13_16,13,2019-03-27T00:00:00Z,1,11.2,2020-01-08,lo,7.107142857142857,0.8928571428571429,5'12+3'4,1.89,373,7.6773092858883745,NA
SLX-18912.D706rna_D501rna,basal_t7_bc_M00324968,LIB306,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D706rna_D501rna.H77FWDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D706rna_D501rna.H77FWDSXY.s_3.r_2.fq.gz,306,basal,involution d1,t7,bc,M00324968 (AFGH36),SLX-18912,D706rna_D501rna,NovaSeq_Run_3,pool_13_16,13,2019-03-21T00:00:00Z,7.9,2.4,2020-01-22,hi,3.833333333333333,4.166666666666667,5'6+3'1,0.708,371,2.891448174467042,NA
SLX-18912.D705rna_D501rna,basal_t7_bc_M00308167,LIB305,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D705rna_D501rna.H77FWDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D705rna_D501rna.H77FWDSXY.s_3.r_2.fq.gz,305,basal,involution d1,t7,bc,M00308167 (AFGH7),SLX-18912,D705rna_D501rna,NovaSeq_Run_3,pool_13_16,13,2019-01-30T00:00:00Z,NA,NA,2020-01-22,hi,0,8,5'5+3'1,0.956,375,3.862626262626262,"run out, used lots less"
SLX-18912.D708rna_D501rna,basal_t7_cb_M00312678,LIB310,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D708rna_D501rna.H77FWDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D708rna_D501rna.H77FWDSXY.s_3.r_2.fq.gz,310,basal,involution d1,t7,cb,M00312678 (AFGY14),SLX-18912,D708rna_D501rna,NovaSeq_Run_3,pool_13_16,13,2019-01-30T00:00:00Z,3.9,6.6,2020-01-22,lo,6.484848484848484,1.5151515151515151,5'8+3'1,2.08,954,3.3034750015882093,"repeated twice, ran out"
SLX-19103.D704rna_D501rna,stromal_t8_cb_M00338410,LIB390,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D704rna_D501rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D704rna_D501rna.H7FTJDSXY.s_2.r_2.fq.gz,390,stromal,involution d6,t8,cb,M00338410 (AFGY49),SLX-19103,D704rna_D501rna,NovaSeq_Run_5,pool_17_20,17,2019-06-12T00:00:00Z,8.4,5.96,2020-01-27,hi,6.322147651006711,1.6778523489932886,5'4+3'1,11.5,623,27.968286395252687,NA
SLX-19103.D701rna_D501rna,stromal_t8_bc_M00312711,LIB385,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D701rna_D501rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D701rna_D501rna.H7FTJDSXY.s_2.r_2.fq.gz,385,stromal,involution d6,t8,bc,M00312711 (AFGH18),SLX-19103,D701rna_D501rna,NovaSeq_Run_5,pool_17_20,17,2019-03-11T00:00:00Z,9.3,28.8,2020-01-27,hi,7.652777777777778,0.3472222222222222,5'1+3'1,6.18,400,23.40909090909091,NA
SLX-19103.D702rna_D501rna,stromal_t8_bc_M00315659,LIB386,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D702rna_D501rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D702rna_D501rna.H7FTJDSXY.s_2.r_2.fq.gz,386,stromal,involution d6,t8,bc,M00315659 (AFGH30),SLX-19103,D702rna_D501rna,NovaSeq_Run_5,pool_17_20,17,2019-03-25T00:00:00Z,9.6,6.5,2020-01-27,hi,6.461538461538462,1.5384615384615385,5'2+3'1,3.12,387,12.21517500587268,NA
SLX-19103.D703rna_D501rna,stromal_t8_cb_M00336577,LIB389,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D703rna_D501rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D703rna_D501rna.H7FTJDSXY.s_2.r_2.fq.gz,389,stromal,involution d6,t8,cb,M00336577 (AFGY47),SLX-19103,D703rna_D501rna,NovaSeq_Run_5,pool_17_20,17,2019-06-06T00:00:00Z,9,6.72,2020-01-27,hi,6.511904761904762,1.4880952380952381,5'3+3'1,2.56,533,7.277275569958497,NA
SLX-19105.D712rna_D501rna,endothelial_t8_cb_M00338410,LIB326,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D712rna_D501rna.H7FTJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D712rna_D501rna.H7FTJDSXY.s_4.r_2.fq.gz,326,endothelial,involution d6,t8,cb,M00338410 (AFGY49),SLX-19105,D712rna_D501rna,NovaSeq_Run_5,pool_17_20,13,2019-06-12T00:00:00Z,2.6,2.4,2020-01-22,lo,3.833333333333333,4.166666666666667,5'12+3'1,4.46,379,17.830015191492766,NA
SLX-19105.D707rna_D502rna,luminaldifferentiated_t8_cb_M00336577,LIB261,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D707rna_D502rna.H7FTJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D707rna_D502rna.H7FTJDSXY.s_4.r_2.fq.gz,261,luminal differentiated,involution d6,t8,cb,M00336577 (AFGY47),SLX-19105,D707rna_D502rna,NovaSeq_Run_5,pool_17_20,9,2019-06-06T00:00:00Z,5.3,6.52,2020-01-15,med hi,6.466257668711656,1.5337423312883436,5'7+3'2,2.68,466,8.713746911171805,NA
SLX-19105.D711rna_D501rna,endothelial_t8_cb_M00336577,LIB325,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D711rna_D501rna.H7FTJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D711rna_D501rna.H7FTJDSXY.s_4.r_2.fq.gz,325,endothelial,involution d6,t8,cb,M00336577 (AFGY47),SLX-19105,D711rna_D501rna,NovaSeq_Run_5,pool_17_20,13,2019-06-06T00:00:00Z,2,7.64,2020-01-22,lo,6.69109947643979,1.3089005235602096,5'11+3'1,3.84,473,12.30059581010955,NA
SLX-19104.D707rna_D505rna,basal_t8_cb_M00336577,LIB317,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D707rna_D505rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D707rna_D505rna.H7FTJDSXY.s_3.r_2.fq.gz,317,basal,involution d6,t8,cb,M00336577 (AFGY47),SLX-19104,D707rna_D505rna,NovaSeq_Run_5,pool_17_20,18,2019-06-06T00:00:00Z,5.6,4.6,2020-01-22,med hi,5.826086956521738,2.173913043478261,5'7+3'5,1.94,449,6.546534386178038,NA
SLX-19104.D701rna_D503rna,stromal_t8_bc_M00324969,LIB387,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D701rna_D503rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D701rna_D503rna.H7FTJDSXY.s_3.r_2.fq.gz,387,stromal,involution d6,t8,bc,M00324969 (AFGH37),SLX-19104,D701rna_D503rna,NovaSeq_Run_5,pool_17_20,18,2019-03-25T00:00:00Z,9.2,12.8,2020-01-27,hi,7.21875,0.78125,5'1+3'3,2.8,433,9.79774651830079,NA
SLX-19104.D704rna_D503rna,stromal_t8_cb_M00344074,LIB392,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D704rna_D503rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D704rna_D503rna.H7FTJDSXY.s_3.r_2.fq.gz,392,stromal,involution d6,t8,cb,M00344074 (AFGY57),SLX-19104,D704rna_D503rna,NovaSeq_Run_5,pool_17_20,18,2019-07-15T00:00:00Z,8.8,4.8,2020-01-27,hi,5.916666666666666,2.0833333333333335,5'4+3'3,7.84,445,26.69390534559074,NA
SLX-19104.D703rna_D503rna,stromal_t8_cb_M00338806,LIB391,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D703rna_D503rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D703rna_D503rna.H7FTJDSXY.s_3.r_2.fq.gz,391,stromal,involution d6,t8,cb,M00338806 (AFGY54),SLX-19104,D703rna_D503rna,NovaSeq_Run_5,pool_17_20,18,2019-06-26T00:00:00Z,8.2,8.65,2020-01-27,hi,6.84393063583815,1.1560693641618496,5'3+3'3,1.64,481,5.166005166005165,NA
SLX-19104.D702rna_D503rna,stromal_t8_bc_M00324966,LIB388,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D702rna_D503rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D702rna_D503rna.H7FTJDSXY.s_3.r_2.fq.gz,388,stromal,involution d6,t8,bc,M00324966 (AFGH41),SLX-19104,D702rna_D503rna,NovaSeq_Run_5,pool_17_20,18,2019-04-11T00:00:00Z,9.3,9,2020-01-27,hi,6.888888888888889,1.1111111111111112,5'2+3'3,1.03,472,3.3063687724704676,NA
SLX-19090.D710rna_D508rna,adipocytes_t8_bc_M00324966,LIB188,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D710rna_D508rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D710rna_D508rna.H7FT5DSXY.s_4.r_2.fq.gz,188,adipocytes,involution d6,t8,bc,M00324966 (AFGH41),SLX-19090,D710rna_D508rna,NovaSeq_Run_4,pool_5_8,8,2019-04-11T00:00:00Z,7.3,10.3,2020-01-08,hi,7.029126213592233,0.9708737864077669,5'10+3'8,3.7,434,12.917190336545175,NA
SLX-19090.D709rna_D508rna,adipocytes_t8_bc_M00324969,LIB187,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D709rna_D508rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D709rna_D508rna.H7FT5DSXY.s_4.r_2.fq.gz,187,adipocytes,involution d6,t8,bc,M00324969 (AFGH37),SLX-19090,D709rna_D508rna,NovaSeq_Run_4,pool_5_8,8,2019-03-25T00:00:00Z,7.5,7.94,2020-01-08,hi,6.740554156171285,1.2594458438287153,5'9+3'8,2.02,386,7.929031245093421,NA
SLX-19090.D712rna_D508rna,adipocytes_t8_cb_M00344074,LIB192,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D712rna_D508rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D712rna_D508rna.H7FT5DSXY.s_4.r_2.fq.gz,192,adipocytes,involution d6,t8,cb,M00344074 (AFGY57),SLX-19090,D712rna_D508rna,NovaSeq_Run_4,pool_5_8,8,2019-07-15T00:00:00Z,4.3,4.6,2020-01-08,med lo,5.826086956521738,2.173913043478261,5'12+3'8,11.7,449,39.48167645272322,NA
SLX-19090.D711rna_D508rna,adipocytes_t8_cb_M00338806,LIB191,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D711rna_D508rna.H7FT5DSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19090/SLX-19090.D711rna_D508rna.H7FT5DSXY.s_4.r_2.fq.gz,191,adipocytes,involution d6,t8,cb,M00338806 (AFGY54),SLX-19090,D711rna_D508rna,NovaSeq_Run_4,pool_5_8,8,2019-06-26T00:00:00Z,5.5,67.68,2020-01-08,med hi,7.8522458628841605,0.14775413711583923,5'11+3'8,1.24,415,4.5271997079226,NA
SLX-18914.D709rna_D503rna,endothelial_t8_bc_M00324969,LIB323,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D709rna_D503rna.H7FT5DSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D709rna_D503rna.H7FT5DSXY.s_1.r_2.fq.gz,323,endothelial,involution d6,t8,bc,M00324969 (AFGH37),SLX-18914,D709rna_D503rna,NovaSeq_Run_4,pool_13_16,14,2019-03-25T00:00:00Z,8.5,4,2020-02-12,hi,5.5,2.5,5'9+3'3,2.65,373,10.764481273864652,NA
SLX-18914.D712rna_D503rna,endothelial_t8_cb_M00344074,LIB328,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D712rna_D503rna.H7FT5DSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D712rna_D503rna.H7FT5DSXY.s_1.r_2.fq.gz,328,endothelial,involution d6,t8,cb,M00344074 (AFGY57),SLX-18914,D712rna_D503rna,NovaSeq_Run_4,pool_13_16,14,2019-07-15T00:00:00Z,1.7,2.56,2020-01-22,lo,4.09375,3.90625,5'12+3'3,2.44,400,9.242424242424242,NA
SLX-18914.D711rna_D503rna,endothelial_t8_cb_M00338806,LIB327,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D711rna_D503rna.H7FT5DSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D711rna_D503rna.H7FT5DSXY.s_1.r_2.fq.gz,327,endothelial,involution d6,t8,cb,M00338806 (AFGY54),SLX-18914,D711rna_D503rna,NovaSeq_Run_4,pool_13_16,14,2019-06-26T00:00:00Z,NA,NA,2020-01-22,hi,0,8,5'11+3'3,3.8,392,14.68769325912183,"run out, used less"
SLX-18914.D710rna_D503rna,endothelial_t8_bc_M00324966,LIB324,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D710rna_D503rna.H7FT5DSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D710rna_D503rna.H7FT5DSXY.s_1.r_2.fq.gz,324,endothelial,involution d6,t8,bc,M00324966 (AFGH41),SLX-18914,D710rna_D503rna,NovaSeq_Run_4,pool_13_16,14,2019-04-11T00:00:00Z,8.4,4.2,2020-01-22,hi,5.619047619047619,2.380952380952381,5'10+3'3,7.64,491,23.575881009689564,NA
SLX-19086.D701rna_D508rna,luminalprogenitors_t8_bc_M00324969,LIB251,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D701rna_D508rna.H7FT5DSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D701rna_D508rna.H7FT5DSXY.s_3.r_2.fq.gz,251,luminal progenitors,involution d6,t8,bc,M00324969 (AFGH37),SLX-19086,D701rna_D508rna,NovaSeq_Run_4,pool_9_12,12,2019-03-25T00:00:00Z,9,18.6,2020-01-15,hi,7.46236559139785,0.5376344086021505,5'1+3'8,14.2,399,53.92268550163286,NA
SLX-19086.D702rna_D508rna,luminalprogenitors_t8_bc_M00324966,LIB252,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D702rna_D508rna.H7FT5DSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19086/SLX-19086.D702rna_D508rna.H7FT5DSXY.s_3.r_2.fq.gz,252,luminal progenitors,involution d6,t8,bc,M00324966 (AFGH41),SLX-19086,D702rna_D508rna,NovaSeq_Run_4,pool_9_12,12,2019-04-11T00:00:00Z,9.4,11.3,2020-01-15,hi,7.115044247787611,0.8849557522123893,5'2+3'8,10.6,443,36.254189753061084,NA
